Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
,0,34,0,318,4,0,3,1,1,28,14.49,13.041,60,0
8,0,32,0,2453,54,351,23,1,1,22,1692.315,1523.0835,219.2315,0
8,0,33,0,4198,60,0,34,1,1,28,234.19,210.771,73.419,0
1,0,33,0,2393,52,0,32,1,1,21,134.475,121.0275,63.4475,0
9,0,33,0,3775,76,24,27,1,1,28,281.295,253.1655,78.1295,0
2,0,33,0,2360,33,277,17,1,1,25,1203.72,1083.348,170.372,0
11,0,32,1,9115,115,136,42,1,1,17,913.2,821.88,141.32,0
5,0,33,0,13773,163,0,43,1,1,23,557.44,501.696,105.744,0
5,0,33,0,4515,77,0,24,1,1,26,183.68,165.312,68.368,0
4,0,33,0,5918,89,0,11,1,1,22,270.315,243.2835,77.0315,0
7,1,33,0,2238,48,0,16,1,1,21,91.44,82.296,60,0
23,0,33,2,15140,219,46,31,1,1,17,798.36,718.524,129.836,0
2,0,33,0,3095,21,475,7,1,1,20,2024.64,1822.176,252.464,0
7,0,32,0,15485,176,142,29,1,1,19,1343.745,1209.3705,184.3745,0
1,0,32,0,6500,80,178,25,1,1,17,975.2,877.68,147.52,0
,0,32,0,875,8,0,10,1,1,28,39.735,35.7615,60,0
0,0,33,0,710,8,5,7,1,1,18,54.81,49.329,60,0
0,0,32,0,0,0,0,0,1,1,20,0,0,60,1
1,0,32,0,7508,121,376,42,1,1,29,2035.305,1831.7745,253.5305,0
5,0,32,0,11465,148,3,46,1,1,17,476.52,428.868,97.652,0
6,0,32,0,6718,69,100,36,1,1,19,755.415,679.8735,125.5415,0
21,1,28,0,955,41,8,16,1,1,23,80.82,72.738,60,1
19,0,31,7,10435,87,0,41,1,1,29,263.05,236.745,76.305,0
11,0,31,0,5818,92,18,23,1,1,21,346.95,312.255,84.695,1
0,0,29,0,2840,16,0,13,1,1,25,114.24,102.816,61.424,0
7,1,30,0,2990,35,1,15,1,1,22,140.625,126.5625,64.0625,1
7,1,31,0,2268,38,26,30,1,1,25,196.24,176.616,69.624,1
0,-11,31,0,,0,0,0,1,1,21,0,0,60,1
0,0,31,0,1668,19,0,5,1,1,26,67.48,60.732,60,0
1,0,28,0,6785,91,6,21,1,1,21,186.9,168.21,68.69,0
0,0,31,0,628,1,1,3,1,1,29,18.225,16.4025,60,1
0,0,31,0,338,5,0,1,1,1,28,8.575,7.7175,60,0
23,0,26,2,16075,232,0,79,1,1,28,733.815,660.4335,123.3815,0
4,0,29,2,6965,110,263,32,2,1,29,1501.875,1351.6875,200.1875,0
0,0,31,0,3718,76,0,27,1,1,22,170.73,153.657,67.073,0
1,0,30,0,1665,38,30,19,1,1,25,188.12,169.308,68.812,0
4,0,31,0,2780,47,167,22,1,1,26,878.715,790.8435,137.8715,0
2,0,22,0,1315,30,185,10,2,1,26,893.025,803.7225,139.3025,0
2,0,21,0,1568,33,22,67,1,1,20,95.025,85.5225,60,0
9,0,22,0,700,19,2,6,1,1,16,41.355,37.2195,60,0
0,0,21,0,825,4,13,2,1,1,16,53.225,47.9025,60,0
8,0,20,0,1225,26,11,12,1,1,16,105.795,95.2155,60.5795,0
0,0,20,0,3225,55,0,22,1,1,20,131.2,118.08,63.12,0
0,0,13,0,1695,-20,20,13,1,1,27,167.175,150.4575,66.7175,0
14,0,12,0,6392,135,77,41,2,1,18,782.485,704.2365,128.2485,0
10,0,10,0,8932,165,65,39,1,1,17,389.925,350.9325,88.9925,0
6,0,11,2,2852,39,23,18,1,1,16,207.64,186.876,70.764,0
0,0,4,0,4390,34,207,9,1,1,26,1004.96,904.464,150.496,0
1,0,4,0,1487,13,0,6,1,1,21,67.5,60.75,60,1
10,0,43,1,4370,77,13,18,1,1,25,229.88,206.892,72.988,0
2,0,44,0,318,11,15,5,1,1,23,73.16,65.844,60,0
12,0,42,1,2453,66,367,25,1,1,16,1568.76,1411.884,206.876,0
12,0,43,1,4198,72,9,36,1,1,18,284.35,255.915,78.435,0
5,0,43,1,2393,64,10,34,1,1,27,155.565,140.0085,65.5565,0
13,0,43,2,3775,88,40,29,1,1,24,314.52,283.068,81.452,0
6,0,43,1,2360,45,293,19,1,1,19,792.625,713.3625,129.2625,0
15,0,42,3,9115,127,152,44,1,1,22,977.68,879.912,147.768,0
9,0,43,1,13773,175,8,45,1,1,23,589.92,530.928,108.992,0
9,0,43,2,4515,89,10,26,1,1,21,224.16,201.744,72.416,0
8,0,43,1,5918,101,15,13,1,1,26,300.76,270.684,80.076,0
11,1,43,0,2238,60,16,18,1,1,21,155.92,140.328,65.592,0
27,0,43,4,15140,231,62,33,1,1,18,862.84,776.556,136.284,0
6,0,43,2,3095,33,491,9,1,1,23,1305.7,1175.13,180.57,0
11,0,42,1,15485,188,158,31,1,1,22,1416.285,1274.6565,191.6285,0
5,0,42,2,6500,92,194,27,1,1,16,1039.68,935.712,153.968,0
2,0,42,0,875,20,8,12,1,1,27,76.275,68.6475,60,0
4,0,43,0,710,20,21,9,1,1,24,113.2,101.88,61.32,0
0,0,42,0,,0,8,0,1,1,21,36,32.4,60,1
5,0,42,1,7508,133,392,44,1,1,19,1873.64,1686.276,237.364,0
9,0,42,2,11465,160,19,48,1,1,23,338.125,304.3125,83.8125,0
10,0,42,2,6718,81,116,38,1,1,22,827.955,745.1595,132.7955,0
25,1,38,0,955,53,24,18,1,1,18,136.32,122.688,63.632,1
23,0,41,9,10435,99,9,43,2,1,21,171.51,154.359,67.151,0
15,0,41,2,5818,104,34,25,1,1,27,372.88,335.592,87.288,0
3,0,39,1,2840,28,8,15,1,1,22,146.72,132.048,64.672,0
11,0,40,0,2990,47,17,17,1,1,22,189.48,170.532,68.948,1
11,1,41,0,2268,50,42,32,1,1,26,162.95,146.655,66.295,1
2,0,41,0,133,8,8,3,1,1,29,37.64,33.876,60,1
3,0,41,1,1668,31,8,7,1,1,26,62.475,56.2275,60,0
5,0,38,2,6785,103,22,23,1,1,18,136.32,122.688,63.632,0
2,0,41,0,628,13,17,5,1,1,21,58.525,52.6725,60,1
2,0,41,2,338,10,12,3,1,1,21,23.22,20.898,60,0
27,0,36,4,16075,244,8,81,1,1,20,770.355,693.3195,127.0355,0
8,0,39,4,6965,122,279,34,2,1,19,1399.48,1259.532,189.948,0
4,0,41,1,3718,88,10,29,1,1,16,192.24,173.016,69.224,0
5,0,40,0,1665,50,46,21,1,1,27,157.875,142.0875,65.7875,0
8,0,41,1,2780,59,183,24,1,1,19,951.255,856.1295,145.1255,0
6,1,32,2,-1315,42,201,12,2,1,17,858.28,772.452,135.828,1
6,0,31,1,1568,45,38,69,1,1,22,81.195,73.0755,60,0
13,0,32,0,700,31,18,8,1,1,29,101.24,91.116,60.124,0
2,0,31,0,825,16,29,4,1,1,17,93.525,84.1725,60,0
12,0,30,1,1225,38,27,14,1,1,23,178.335,160.5015,67.8335,0
4,0,30,1,3225,67,16,24,1,1,19,195.68,176.112,69.568,0
4,0,23,1,1695,32,36,15,1,1,24,213.08,191.772,71.308,0
18,0,22,2,6392,147,93,43,2,1,17,712.755,641.4795,121.2755,0
14,0,20,1,8932,177,81,41,1,1,19,258.135,232.3215,75.8135,0
10,0,21,4,2852,51,39,20,1,1,20,272.12,244.908,77.212,0
4,0,14,2,4390,46,223,11,1,1,17,1069.44,962.496,156.944,0
5,1,14,2,1487,25,8,8,1,1,25,92.48,83.232,60,1
14,0,39,1,5080,82,30,17,1,1,29,326.48,293.832,82.648,0
6,0,40,0,1028,16,15,4,1,1,21,101.76,91.584,60.176,0
16,0,38,1,3163,71,367,24,1,1,26,1597.36,1437.624,209.736,0
16,0,39,1,4908,77,9,35,1,1,26,323.675,291.3075,82.3675,0
9,0,39,1,3103,69,10,33,1,1,19,187.74,168.966,68.774,0
17,0,39,2,4485,93,40,28,1,1,18,343.12,308.808,84.312,0
10,0,39,1,3070,50,293,18,1,1,17,1296.8,1167.12,179.68,0
19,0,38,3,9825,132,152,43,1,1,25,1006.28,905.652,150.628,0
13,0,39,1,14483,180,8,44,1,1,26,618.52,556.668,111.852,0
13,0,39,2,5225,94,10,25,1,1,16,252.76,227.484,75.276,0
12,0,39,1,6628,106,15,12,1,1,17,329.36,296.424,82.936,0
15,0,39,o,2948,65,16,17,1,1,27,184.52,166.068,68.452,0
31,1,39,4,15850,236,62,32,1,1,25,891.44,802.296,139.144,0
10,0,39,2,3805,38,491,8,1,1,20,2117.72,1905.948,261.772,0
15,0,38,1,16195,193,158,30,1,1,23,1448.46,1303.614,194.846,0
9,0,38,2,7210,97,194,26,1,1,23,1068.28,961.452,156.828,0
6,0,38,0,1585,25,8,11,1,1,20,108.45,97.605,60.845,0
8,0,39,0,1420,25,21,8,1,1,24,141.8,127.62,64.18,0
6,0,38,0,710,11,8,2,1,1,26,68.445,61.6005,60,1
9,0,38,1,8218,138,392,43,1,1,27,1902.24,1712.016,240.224,0
13,0,38,2.00001,12175,165,19,47,1,1,16,356,320.4,85.6,0
14,0,38,2,7428,86,116,37,1,1,16,860.13,774.117,136.013,0
29,1,34,0,1665,58,24,17,1,1,16,164.92,148.428,66.492,1
27,0,37,9,11145,104,9,42,2,1,24,182.235,164.0115,68.2235,0
19,0,37,2,6528,109,34,24,1,1,20,451.665,406.4985,95.1665,0
7,0,35,1,3550,33,8,14,1,1,20,175.32,157.788,67.532,0
15,1,36,0,3700,52,17,16,1,1,22,218.08,196.272,71.808,1
15,1,37,0,2978,55,42,31,1,1,21,289.32,260.388,78.932,1
6,0,37,0,843,13,8,2,1,1,20,66.24,59.616,60,1
7,0,37,1,2378,36,8,6,1,1,26,80.35,72.315,60,0
9,0,34,2,7495,108,22,22,1,1,16,147.045,132.3405,64.7045,0
6,1,37,0,1338,18,17,4,1,1,16,76.4,68.76,60,1
6,0,37,2,1048,15,12,2,1,1,18,33.945,30.5505,60,0
31,1,32,4,16785,249,8,80,1,1,16,802.53,722.277,130.253,0
12,1,35,4,7675,127,279,33,2,1,22,1428.08,1285.272,192.808,0
8,0,37,1,4428,93,10,28,1,2,19,220.84,198.756,72.084,0
9,0,36,0,2375,55,46,20,1,2,24,281.2,253.08,78.12,0
12,0,37,1,3490,64,183,23,1,2,18,983.43,885.087,148.343,0
10,0,28,2,2025,47,201,11,2,2,23,886.88,798.192,138.688,0
10,0,27,1,2278,50,38,68,1,2,16,153.2,137.88,65.32,0
17,0,28,0,1410,36,18,7,1,2,19,129.84,116.856,62.984,0
6,0,27,0,1535,21,29,3,1,2,25,111.4,100.26,61.14,0
16,0,26,1,1935,43,27,13,1,2,21,210.51,189.459,71.051,0
8,0,26,1,3935,72,16,23,1,2,17,224.28,201.852,72.428,0
8,0,19,1,2405,37,36,14,1,2,23,271.89,244.701,77.189,0
22,0,18,2,7102,152,93,42,2,2,21,744.93,670.437,124.493,0
18,0,16,1,9642,182,81,40,1,2,22,268.86,241.974,76.886,0
14,0,17,4,3562,56,39,19,2,2,25,300.72,270.648,80.072,0
8,0,10,2,5100,51,223,10,1,2,22,1098.04,988.236,159.804,0
9,0,10,2,2197,30,8,7,1,2,16,121.08,108.972,62.108,1
2,0,37,0,3660,60,0,17,1,2,24,167.4,150.66,66.74,0
0,0,38,0,,0,0,0,1,2,16,0,0,60,0
4,0,36,0,1743,49,334,24,1,2,24,1583.64,1425.276,208.364,0
4,0,37,0,3488,55,0,35,1,2,29,194.865,175.3785,69.4865,0
0,0,37,0,1683,47,0,33,1,2,28,95.15,85.635,60,0
5,0,37,0,3065,71,7,28,1,2,19,153.44,138.096,65.344,0
0,0,37,0,1650,28,260,18,1,2,22,1107.12,996.408,160.712,0
7,0,36,1,8405,110,119,43,1,2,25,816.6,734.94,131.66,0
1,0,37,0,13063,158,0,44,1,2,24,528.84,475.956,102.884,0
1,0,37,0,3805,72,0,25,1,2,16,155.08,139.572,65.508,0
0,0,37,0,5208,84,0,12,1,2,25,238.14,214.326,73.814,0
3,0,37,0,1528,43,0,17,1,2,27,62.84,56.556,60,0
19,0,37,2,14430,214,29,32,1,2,20,701.76,631.584,120.176,0
0,0,37,0,2385,16,458,8,1,2,26,1928.04,1735.236,242.804,0
3,0,36,0,14775,171,125,30,1,2,22,1235.07,1111.563,173.507,0
0,0,36,0,5790,75,161,26,1,2,25,878.6,790.74,137.86,0
0,0,36,0,165,3,0,11,1,2,25,7.56,6.804,60,0
0,0,37,0,,0,0,0,1,2,27,0,0,60,0
0,0,36,0,0,,0,0,1,2,18,0,0,60,1
0,0,36,0,6798,116,359,43,1,2,26,1926.63,1733.967,242.663,0
1,0,36,0,10755,143,0,47,1,2,20,435.92,392.328,93.592,0
2,0,36,0,6008,64,83,37,1,2,27,646.74,582.066,114.674,0
17,0,32,0,245,36,0,17,1,2,21,12.645,11.3805,60,1
15,0,35,7,9725,82,0,42,1,2,25,245.175,220.6575,74.5175,0
7,0,35,0,5108,87,1,24,1,2,16,238.275,214.4475,73.8275,1
0,0,33,0,2130,11,0,14,1,2,28,85.64,77.076,60,0
3,1,34,0,2280,30,0,16,1,2,24,103.95,93.555,60.395,1
3,0,35,0,1558,33,9,31,1,2,19,99.64,89.676,60,1
0,0,35,0,,0,0,0,1,2,19,0,0,60,1
0,0,35,0,958,14,0,6,1,2,16,38.88,34.992,60,0
0,0,32,0,6075,86,0,22,1,2,25,154.025,138.6225,65.4025,0
0,0,35,0,0,0,0,0,1,2,18,0,0,60,1
0,0,35,0,0,0,0,0,1,2,18,0,0,60,0
19,0,30,2,15365,227,0,80,1,2,24,701.64,631.476,120.164,0
0,0,33,2,6255,105,246,33,2,2,25,1393.2,1253.88,189.32,0
0,0,35,0,3008,71,0,28,1,2,21,138.555,124.6995,63.8555,0
0,0,34,0,955,33,13,20,1,2,16,91.52,82.368,60,0
0,0,35,0,2070,42,150,23,1,2,22,770.04,693.036,127.004,0
0,0,26,0,605,25,168,11,2,2,28,784.35,705.915,128.435,0
0,0,25,0,858,28,5,68,1,2,27,34.65,31.185,60,0
0,0,26,0,0,0,0,0,1,2,16,0,0,60,0
0,0,25,0,0,0,0,0,1,2,27,0,0,60,0
4,0,24,0,515,21,0,13,1,2,25,24.12,21.708,60,0
0,0,24,0,2515,50,0,23,1,2,23,102.6,92.34,60.26,0
0,0,17,0,985,15,3,14,1,2,29,58.5,52.65,60,0
10,0,16,0,5682,130,60,42,2,2,24,649.66,584.694,114.966,0
6,0,14,0,8222,160,48,40,1,2,27,329.55,296.595,82.955,0
2,0,15,2,2142,34,6,19,1,2,27,111.04,99.936,61.104,0
0,0,8,0,3680,29,190,10,1,2,17,908.36,817.524,140.836,0
0,0,8,0,777,8,0,7,1,2,18,31.4,28.26,60,1
8,0,38,0,4370,71,5,17,1,2,17,197.64,177.876,69.764,0
0,0,39,0,318,5,7,4,1,2,21,46.035,41.4315,60,0
10,0,37,0,2453,60,359,24,1,2,17,1536.52,1382.868,203.652,0
10,0,38,0,4198,66,1,35,1,2,26,240.02,216.018,74.002,0
3,0,38,0,2393,58,2,33,1,2,27,145.805,131.2245,64.5805,0
11,0,38,1,3775,82,32,28,1,2,25,282.28,254.052,78.228,0
4,0,38,0,2360,39,285,18,1,2,28,1235.96,1112.364,173.596,0
13,0,37,2,9115,121,144,43,1,2,28,945.44,850.896,144.544,0
7,0,38,0,13773,169,0,44,1,2,28,557.68,501.912,105.768,0
7,0,38,1,4515,83,2,25,1,2,27,191.92,172.728,69.192,0
6,0,38,0,5918,95,7,12,1,2,16,268.52,241.668,76.852,0
9,1,38,0,2238,54,8,17,1,2,27,123.68,111.312,62.368,0
25,0,38,3,15140,225,54,32,1,2,28,830.6,747.54,133.06,0
4,0,38,1,3095,27,483,8,1,2,29,2056.88,1851.192,255.688,0
9,0,37,0,15485,182,150,30,1,2,28,1380.015,1242.0135,188.0015,0
3,0,37,1,6500,86,186,26,1,2,19,1007.44,906.696,150.744,0
0,0,37,0,875,14,0,11,1,2,25,40.005,36.0045,60,0
2,0,38,0,710,14,13,8,1,2,21,80.96,72.864,60,0
0,0,37,0,,,0,0,1,2,29,0,0,60,1
3,0,37,0,7508,127,384,43,1,2,27,2071.575,1864.4175,257.1575,0
7,0,37,1,11465,154,11,47,1,2,22,317.975,286.1775,81.7975,0
8,0,37,1,6718,75,108,37,1,2,16,791.685,712.5165,129.1685,0
23,0,33,0,955,47,16,17,1,2,26,117.09,105.381,61.709,1
21,1,36,8,10435,93,1,42,1,2,26,159.42,143.478,65.942,0
13,0,36,1,5818,98,26,24,1,2,24,383.22,344.898,88.322,1
1,0,34,0,2840,22,0,14,1,2,20,114.48,103.032,61.448,0
9,1,35,0,2990,41,9,16,1,2,25,157.24,141.516,65.724,1
9,0,36,0,2268,44,34,31,1,2,17,228.48,205.632,72.848,1
0,0,36,0,133,2,0,2,1,2,18,5.4,4.86,60,1
1,0,36,0,1668,25,0,6,1,2,20,67.72,60.948,60,0
3,0,33,1,6785,97,14,22,1,2,29,124.23,111.807,62.423,0
0,0,36,0,628,7,9,4,1,2,27,38.375,34.5375,60,1
0,OO,36,1,338,4,4,2,1,2,29,11.13,10.017,60,0
25,0,31,3,16075,238,0,80,1,2,17,734.085,660.6765,123.4085,0
6,0,34,3,6965,116,271,33,2,2,25,1538.145,1384.3305,203.8145,0
2,0,36,0,3718,82,2,28,1,2,25,180,162,68,0
3,0,35,0,1665,44,38,20,1,2,28,220.36,198.324,72.036,0
6,0,36,0,2780,53,175,23,1,2,25,914.985,823.4865,141.4985,0
4,1,27,1,1315,36,193,11,2,2,24,929.295,836.3655,142.9295,1
4,0,26,0,1568,39,30,68,1,2,26,115.175,103.6575,61.5175,0
11,0,27,0,700,25,10,7,1,2,28,77.625,69.8625,60,0
0,OO,26,0,825,10,21,3,1,2,17,73.375,66.0375,60,0
10,0,25,0,-1225,32,19,13,1,2,16,142.065,127.8585,64.2065,0
2,0,25,0,3225,61,8,23,1,2,18,163.44,147.096,66.344,0
2,0,18,0,1695,26,28,14,1,2,21,203.445,183.1005,70.3445,0
16,0,17,1,6392,141,85,42,2,2,25,676.485,608.8365,117.6485,0
12,0,15,0,8932,171,73,40,1,2,19,410.075,369.0675,91.0075,0
8,0,16,3,2852,45,31,19,1,2,27,239.88,215.892,73.988,0
2,0,9,1,4390,40,215,10,1,2,18,1037.2,933.48,153.72,0
3,0,9,1,1487,19,0,7,1,2,18,60.24,54.216,60,1
8,0,38,0,4370,71,5,17,1,2,22,197.64,177.876,69.764,0
0,OO,39,0,318,5,7,4,1,2,22,46.035,41.4315,60,0
10,0,37,0,2453,60,359,24,1,2,16,1536.52,1382.868,203.652,0
10,0,38,0,4198,66,1,35,1,2,27,240.02,216.018,74.002,0
3,0,38,0,2393,58,2,33,1,2,27,145.805,131.2245,64.5805,0
11,0,38,1,3775,82,32,28,1,2,29,282.28,254.052,78.228,0
4,0,38,0,2360,39,285,18,1,2,28,1235.96,1112.364,173.596,0
13,0,37,2,9115,121,144,43,1,2,25,945.44,850.896,144.544,0
7,0,38,0,13773,169,0,44,1,2,28,557.68,501.912,105.768,0
7,0,38,1,4515,83,2,25,1,2,21,191.92,172.728,69.192,0
6,0,38,0,5918,95,7,12,1,2,26,268.52,241.668,76.852,0
9,1,38,0,2238,54,8,17,1,2,20,123.68,111.312,62.368,0
25,0,38,3,15140,225,54,32,1,2,21,830.6,747.54,133.06,0
4,0,38,1,3095,27,483,8,1,2,28,2056.88,1851.192,255.688,0
9,0,37,0,15485,182,150,30,1,2,28,1380.015,1242.0135,188.0015,0
3,0,37,1,6500,86,186,26,1,2,27,1007.44,906.696,150.744,0
0,OO,37,0,875,14,0,11,1,2,21,40.005,36.0045,60,0
2,0,38,0,710,14,13,8,1,2,17,80.96,72.864,60,0
0,0,37,0,,0,0,0,1,2,20,0,0,60,1
3,0,37,0,7508,127,384,43,1,2,27,2071.575,1864.4175,257.1575,0
7,0,37,1,11465,154,11,47,1,2,17,317.975,286.1775,81.7975,0
8,0,37,1,6718,75,108,37,1,2,20,791.685,712.5165,129.1685,0
23,1,33,0,955,47,16,17,1,2,23,117.09,105.381,61.709,1
21,0,36,8,10435,93,1,42,1,2,18,159.42,143.478,65.942,0
13,1,36,1,5818,98,26,24,1,2,21,383.22,344.898,88.322,1
1,0,34,0,2840,22,0,14,1,2,24,114.48,103.032,61.448,0
9,0,35,0,2990,41,9,16,1,2,25,157.24,141.516,65.724,1
9,0,36,0,2268,44,34,31,1,2,23,228.48,205.632,72.848,1
0,0,36,0,133,2,0,2,1,2,26,5.4,4.86,60,1
1,0,36,0,1668,25,0,6,1,2,18,67.72,60.948,60,0
3,0,33,1,6785,97,14,22,1,2,29,124.23,111.807,62.423,0
0,0,36,0,628,7,9,4,1,2,27,38.375,34.5375,60,1
0,O,36,1,338,4,4,2,1,2,20,11.13,10.017,60,0
25,1,31,3,16075,238,0,80,1,2,22,734.085,660.6765,123.4085,0
6,0,34,3,6965,116,271,33,2,2,19,1538.145,1384.3305,203.8145,0
2,0,36,0,3718,82,2,28,1,2,28,180,162,68,0
3,0,35,0,1665,44,38,20,1,2,24,220.36,198.324,72.036,0
6,0,36,0,2780,53,175,23,1,2,29,914.985,823.4865,141.4985,0
4,0,27,1,1315,36,193,11,2,2,23,929.295,836.3655,142.9295,0
4,0,26,0,1568,39,30,68,1,2,22,115.175,103.6575,61.5175,0
11,0,27,0,700,25,10,7,1,2,18,77.625,69.8625,60,0
0,O,26,0,825,10,21,3,1,2,27,73.375,66.0375,60,0
10,0,25,0,1225,32,19,13,1,2,26,142.065,127.8585,64.2065,0
2,0,25,0,3225,61,8,23,1,2,20,163.44,147.096,66.344,0
2,0,18,0,1695,26,28,14,1,2,18,203.445,183.1005,70.3445,0
16,0,17,1,6392,141,85,42,2,2,20,676.485,608.8365,117.6485,0
12,0,15,0,8932,171,73,40,1,2,16,410.075,369.0675,91.0075,0
8,0,16,3,2852,45,31,19,1,2,28,239.88,215.892,73.988,0
2,0,9,1,4390,40,215,10,1,2,19,1037.2,933.48,153.72,0
3,1,9,1,1487,19,0,7,1,2,23,60.24,54.216,60,1
3,0,36,0,4065,65,0,15,1,2,26,185.85,167.265,68.585,0
0,O,37,0,,0,0,0,1,2,25,0,0,60,0
5,0,35,0,2148,54,352,22,1,2,26,1683.09,1514.781,218.309,0
5,0,36,0,3893,60,0,33,1,2,24,217.415,195.6735,71.7415,0
0,O,36,0,2088,52,0,31,1,2,17,117.7,105.93,61.77,0
6,0,36,0,3470,76,25,26,1,2,16,272.07,244.863,77.207,0
0,O,36,0,2055,33,278,16,1,2,23,1195.52,1075.968,169.552,0
8,0,35,1,8810,115,137,41,1,2,29,905,814.5,140.5,0
2,0,36,0,13468,163,0,42,1,2,17,545.24,490.716,104.524,0
2,0,36,0,4210,77,0,23,1,2,16,171.48,154.332,67.148,0
1,0,36,0,5613,89,0,10,1,2,22,256.59,230.931,75.659,0
4,0,36,0,1933,48,1,15,1,2,18,83.24,74.916,60,0
20,0,36,2,14835,219,47,30,1,2,29,790.16,711.144,129.016,0
0,O,36,0,2790,21,476,6,1,2,27,2016.44,1814.796,251.644,0
4,0,35,0,15180,-176,143,28,1,2,22,1334.52,1201.068,183.452,0
0,O,35,0,6195,80,179,24,1,2,20,967,870.3,146.7,0
0,0,35,0,570,8,0,9,1,2,27,26.01,23.409,60,0
0,0,36,0,405,8,6,6,1,2,24,45.585,41.0265,60,0
0,0,35,0,0,0,0,0,1,2,21,0,0,60,1
0,0,35,0,7203,121,377,41,1,2,29,2026.08,1823.472,252.608,0
2,0,35,0,11160,148,4,45,1,2,26,468.32,421.488,96.832,0
3,0,35,0,6413,69,101,35,1,2,29,746.19,671.571,124.619,0
18,0,31,0,650,41,9,15,1,2,18,71.595,64.4355,60,1
16,0,34,7,10130,87,0,40,1,2,22,255.425,229.8825,75.5425,0
8,1,34,0,5513,92,19,22,1,2,22,337.725,303.9525,83.7725,1
0,0,32,0,2535,16,0,12,1,2,19,102.04,91.836,60.204,0
4,0,33,0,2685,35,2,14,1,2,25,131.4,118.26,63.14,1
4,0,34,0,1963,38,27,29,1,2,26,188.04,169.236,68.804,1
0,1,34,0,0,0,0,0,1,2,25,0,0,60,1
0,0,34,0,1363,19,0,4,1,2,17,55.28,49.752,60,0
0,0,31,0,6480,91,7,20,1,2,18,181.775,163.5975,68.1775,0
0,0,34,0,323,1,2,2,1,2,24,13.1,11.79,60,1
0,0,34,0,0,0,0,0,1,2,28,0,0,60,0
20,0,29,2,15770,232,0,78,1,2,29,720.09,648.081,122.009,0
1,0,32,2,6660,110,264,31,2,2,16,1492.65,1343.385,199.265,0
0,0,34,0,3413,76,0,26,1,2,16,157.005,141.3045,65.7005,0
0,0,33,0,1360,38,31,18,1,2,21,179.92,161.928,67.992,0
1,0,34,0,2475,47,168,21,1,2,21,869.49,782.541,136.949,0
0,1,25,0,1010,30,186,9,2,2,16,883.8,795.42,138.38,1
0,0,24,0,1263,33,23,66,1,2,19,89.9,80.91,60,0
6,0,25,0,395,19,3,5,1,2,21,32.13,28.917,60,0
0,0,24,0,520,4,14,1,1,2,29,48.1,43.29,60,0
5,0,23,0,920,26,12,11,1,2,19,96.57,86.913,60,0
0,0,23,0,2920,55,1,21,1,2,21,123,110.7,62.3,0
0,0,16,0,1390,20,21,12,1,2,20,157.95,142.155,65.795,0
11,0,15,0,6088,135,78,40,2,2,17,771.265,694.1385,127.1265,0
7,0,13,0,8628,165,66,38,1,2,17,384.825,346.3425,88.4825,0
3,0,14,2,2548,39,24,17,1,2,29,199.48,179.532,69.948,0
0,0,7,0,4085,34,208,8,1,2,23,996.76,897.084,149.676,0
0,1999,7,0,1183,13,0,5,1,2,26,53.82,48.438,60,1
6,0,38,0,4125,68,3,17,1,2,24,202.185,181.9665,70.2185,0
0,0,39,0,73,2,5,4,1,2,25,25.875,23.2875,60,0
8,0,37,0,2208,57,357,24,1,2,25,1708.425,1537.5825,220.8425,0
8,0,38,0,3953,63,0,35,1,2,21,220.88,198.792,72.088,0
1,0,38,0,2148,55,0,33,1,2,22,121.165,109.0485,62.1165,0
9,0,38,1,3530,79,30,28,1,2,28,264.36,237.924,76.436,0
2,0,38,0,2115,36,283,18,1,2,25,1218.04,1096.236,171.804,0
11,0,37,2,8870,118,142,43,1,2,29,927.52,834.768,142.752,0
5,0,38,0,13528,166,0,44,1,2,25,547.76,492.984,104.776,0
5,0,38,1,4270,80,0,25,1,2,29,174,156.6,67.4,0
4,0,38,0,5673,92,5,12,1,2,25,281.925,253.7325,78.1925,0
7,0,38,0,1993,51,6,17,1,2,25,105.76,95.184,60.576,0
23,0,38,3,14895,222,52,32,1,2,25,812.68,731.412,131.268,0
2,0,38,1,2850,24,481,8,1,2,16,2038.96,1835.064,253.896,0
7,0,37,0,15240,179,148,30,1,2,28,1359.855,1223.8695,185.9855,0
1,0,37,1,6255,83,184,26,1,2,27,989.52,890.568,148.952,0
0,0,37,0,630,11,0,11,1,2,21,28.845,25.9605,60,0
0,0,38,0,465,11,11,8,1,2,20,70.92,63.828,60,0
0,0,37,0,,,0,0,1,2,21,0,0,60,1
1,0,37,0,7263,124,382,43,1,2,20,2051.415,1846.2735,255.1415,0
5,0,37,1,11220,151,9,47,1,2,27,490.84,441.756,99.084,0
6,0,37,1,6473,72,106,37,1,2,24,771.525,694.3725,127.1525,0
21,1,33,0,710,44,14,17,1,2,24,96.93,87.237,60,1
19,0,36,8,10190,90,0,42,1,2,25,257,231.3,75.7,0
11,1,36,1,5573,95,24,24,1,2,17,363.06,326.754,86.306,1
0,0,34,0,2595,19,0,14,1,2,27,104.56,94.104,60.456,0
7,0,35,0,2745,38,7,16,1,2,17,139.32,125.388,63.932,1
7,1,36,0,2023,41,32,31,1,2,21,210.56,189.504,71.056,1
