complains,subs_len,charge_amount,seconds_of_use,freq_of_use,freq_of_sms,distinct_call_nums,tariff_plan,status,age,customer_value,Churn
0,31,0,825,16.0,29.0,4.0,1,1,17,93.525,0
0,30,1,1225,38.0,27.0,14.0,1,1,23,178.335,0
0,30,1,3225,67.0,16.0,24.0,1,1,19,195.68,0
0,23,1,1695,32.0,36.0,15.0,1,1,24,213.08,0
0,22,2,6392,147.0,93.0,43.0,2,1,17,712.755,0
0,20,1,8932,177.0,81.0,41.0,1,1,19,258.135,0
0,21,4,2852,51.0,39.0,20.0,1,1,20,272.12,0
0,14,2,4390,46.0,223.0,11.0,1,1,17,1069.44,0
1,14,2,1487,25.0,8.0,8.0,1,1,25,92.48,1
0,39,1,5080,82.0,30.0,17.0,1,1,29,326.48,0
0,40,0,1028,16.0,15.0,4.0,1,1,21,101.76,0
0,38,1,3163,71.0,367.0,24.0,1,1,26,1597.36,0
0,39,1,4908,77.0,9.0,35.0,1,1,26,323.675,0
0,39,1,3103,69.0,10.0,33.0,1,1,19,187.74,0
0,39,2,4485,93.0,40.0,28.0,1,1,18,343.12,0
0,39,1,3070,50.0,293.0,18.0,1,1,17,1296.8,0
0,38,3,9825,132.0,152.0,43.0,1,1,25,1006.28,0
0,39,1,14483,180.0,8.0,44.0,1,1,26,618.52,0
0,39,2,5225,94.0,10.0,25.0,1,1,16,252.76,0
0,39,1,6628,106.0,15.0,12.0,1,1,17,329.36,0
0,39,0,2948,65.0,16.0,17.0,1,1,27,184.52,0
1,39,4,15850,236.0,62.0,32.0,1,1,25,891.44,0
0,39,2,3805,38.0,491.0,8.0,1,1,20,2117.72,0
0,38,1,16195,193.0,158.0,30.0,1,1,23,1448.46,0
0,38,2,7210,97.0,194.0,26.0,1,1,23,1068.28,0
0,38,0,1585,25.0,8.0,11.0,1,1,20,108.45,0
0,39,0,1420,25.0,21.0,8.0,1,1,24,141.8,0
0,38,0,710,11.0,8.0,2.0,1,1,26,68.445,1
0,38,1,8218,138.0,392.0,43.0,1,1,27,1902.24,0
0,38,2,12175,165.0,19.0,47.0,1,1,16,356.0,0
0,38,2,7428,86.0,116.0,37.0,1,1,16,860.13,0
1,34,0,1665,58.0,24.0,17.0,1,1,16,164.92,1
0,37,9,11145,104.0,9.0,42.0,2,1,24,182.235,0
0,37,2,6528,109.0,34.0,24.0,1,1,20,451.665,0
0,35,1,3550,33.0,8.0,14.0,1,1,20,175.32,0
1,36,0,3700,52.0,17.0,16.0,1,1,22,218.08,1
1,37,0,2978,55.0,42.0,31.0,1,1,21,289.32,1
0,37,0,843,13.0,8.0,2.0,1,1,20,66.24,1
0,37,1,2378,36.0,8.0,6.0,1,1,26,80.35,0
0,34,2,7495,108.0,22.0,22.0,1,1,16,147.045,0
1,37,0,1338,18.0,17.0,4.0,1,1,16,76.4,1
0,37,2,1048,15.0,12.0,2.0,1,1,18,33.945,0
1,32,4,16785,249.0,8.0,80.0,1,1,16,802.53,0
1,35,4,7675,127.0,279.0,33.0,2,1,22,1428.08,0
0,37,1,4428,93.0,10.0,28.0,1,2,19,220.84,0
0,36,0,2375,55.0,46.0,20.0,1,2,24,281.2,0
0,37,1,3490,64.0,183.0,23.0,1,2,18,983.43,0
0,28,2,2025,47.0,201.0,11.0,2,2,23,886.88,0
0,27,1,2278,50.0,38.0,68.0,1,2,16,153.2,0
0,28,0,1410,36.0,18.0,7.0,1,2,19,129.84,0
0,27,0,1535,21.0,29.0,3.0,1,2,25,111.4,0
0,26,1,1935,43.0,27.0,13.0,1,2,21,210.51,0
0,26,1,3935,72.0,16.0,23.0,1,2,17,224.28,0
0,19,1,2405,37.0,36.0,14.0,1,2,23,271.89,0
0,18,2,7102,152.0,93.0,42.0,2,2,21,744.93,0
0,16,1,9642,182.0,81.0,40.0,1,2,22,268.86,0
0,17,4,3562,56.0,39.0,19.0,2,2,25,300.72,0
0,10,2,5100,51.0,223.0,10.0,1,2,22,1098.04,0
0,10,2,2197,30.0,8.0,7.0,1,2,16,121.08,1
0,37,0,3660,60.0,0.0,17.0,1,2,24,167.4,0
0,38,0,0,0.0,0.0,0.0,1,2,16,0.0,0
0,36,0,1743,49.0,334.0,24.0,1,2,24,1583.64,0
0,37,0,3488,55.0,0.0,35.0,1,2,29,194.865,0
0,37,0,1683,47.0,0.0,33.0,1,2,28,95.15,0
0,37,0,3065,71.0,7.0,28.0,1,2,19,153.44,0
0,37,0,1650,28.0,260.0,18.0,1,2,22,1107.12,0
0,36,1,8405,110.0,119.0,43.0,1,2,25,816.6,0
0,37,0,13063,158.0,0.0,44.0,1,2,24,528.84,0
0,37,0,3805,72.0,0.0,25.0,1,2,16,155.08,0
0,37,0,5208,84.0,0.0,12.0,1,2,25,238.14,0
0,37,0,1528,43.0,0.0,17.0,1,2,27,62.84,0
0,37,2,14430,214.0,29.0,32.0,1,2,20,701.76,0
0,37,0,2385,16.0,458.0,8.0,1,2,26,1928.04,0
0,36,0,14775,171.0,125.0,30.0,1,2,22,1235.07,0
0,36,0,5790,75.0,161.0,26.0,1,2,25,878.6,0
0,36,0,165,3.0,0.0,11.0,1,2,25,7.56,0
0,37,0,0,0.0,0.0,0.0,1,2,27,0.0,0
0,36,0,0,69.49568827850527,0.0,0.0,1,2,18,0.0,1
0,36,0,6798,116.0,359.0,43.0,1,2,26,1926.63,0
0,36,0,10755,143.0,0.0,47.0,1,2,20,435.92,0
0,36,0,6008,64.0,83.0,37.0,1,2,27,646.74,0
0,32,0,245,36.0,0.0,17.0,1,2,21,12.645,1
0,35,7,9725,82.0,0.0,42.0,1,2,25,245.175,0
0,35,0,5108,87.0,1.0,24.0,1,2,16,238.275,1
0,33,0,2130,11.0,0.0,14.0,1,2,28,85.64,0
1,34,0,2280,30.0,0.0,16.0,1,2,24,103.95,1
0,35,0,1558,33.0,9.0,31.0,1,2,19,99.64,1
0,35,0,0,0.0,0.0,0.0,1,2,19,0.0,1
0,35,0,958,14.0,0.0,6.0,1,2,16,38.88,0
0,32,0,6075,86.0,0.0,22.0,1,2,25,154.025,0
0,35,0,0,0.0,0.0,0.0,1,2,18,0.0,1
0,35,0,0,0.0,0.0,0.0,1,2,18,0.0,0
0,30,2,15365,227.0,0.0,80.0,1,2,24,701.64,0
0,33,2,6255,105.0,246.0,33.0,2,2,25,1393.2,0
0,35,0,3008,71.0,0.0,28.0,1,2,21,138.555,0
0,34,0,955,33.0,13.0,20.0,1,2,16,91.52,0
0,35,0,2070,42.0,150.0,23.0,1,2,22,770.04,0
0,26,0,605,25.0,168.0,11.0,2,2,28,784.35,0
0,25,0,858,28.0,5.0,68.0,1,2,27,34.65,0
0,26,0,0,0.0,0.0,0.0,1,2,16,0.0,0
0,25,0,0,0.0,0.0,0.0,1,2,27,0.0,0
0,24,0,515,21.0,0.0,13.0,1,2,25,24.12,0
0,24,0,2515,50.0,0.0,23.0,1,2,23,102.6,0
0,17,0,985,15.0,3.0,14.0,1,2,29,58.5,0
0,16,0,5682,130.0,60.0,42.0,2,2,24,649.66,0
0,14,0,8222,160.0,48.0,40.0,1,2,27,329.55,0
0,15,2,2142,34.0,6.0,19.0,1,2,27,111.04,0
0,8,0,3680,29.0,190.0,10.0,1,2,17,908.36,0
0,8,0,777,8.0,0.0,7.0,1,2,18,31.4,1
0,38,0,4370,71.0,5.0,17.0,1,2,17,197.64,0
0,39,0,318,5.0,7.0,4.0,1,2,21,46.035,0
0,37,0,2453,60.0,359.0,24.0,1,2,17,1536.52,0
0,38,0,4198,66.0,1.0,35.0,1,2,26,240.02,0
0,38,0,2393,58.0,2.0,33.0,1,2,27,145.805,0
0,38,1,3775,82.0,32.0,28.0,1,2,25,282.28,0
0,38,0,2360,39.0,285.0,18.0,1,2,28,1235.96,0
0,37,2,9115,121.0,144.0,43.0,1,2,28,945.44,0
0,38,0,13773,169.0,0.0,44.0,1,2,28,557.68,0
0,38,1,4515,83.0,2.0,25.0,1,2,27,191.92,0
0,38,0,5918,95.0,7.0,12.0,1,2,16,268.52,0
1,38,0,2238,54.0,8.0,17.0,1,2,27,123.68,0
0,38,3,15140,225.0,54.0,32.0,1,2,28,830.6,0
0,38,1,3095,27.0,483.0,8.0,1,2,29,2056.88,0
0,37,0,15485,182.0,150.0,30.0,1,2,28,1380.015,0
0,37,1,6500,86.0,186.0,26.0,1,2,19,1007.44,0
0,37,0,875,14.0,0.0,11.0,1,2,25,40.005,0
0,38,0,710,14.0,13.0,8.0,1,2,21,80.96,0
0,37,0,0,69.49568827850527,0.0,0.0,1,2,29,0.0,1
0,37,0,7508,127.0,384.0,43.0,1,2,27,2071.575,0
0,37,1,11465,154.0,11.0,47.0,1,2,22,317.975,0
0,37,1,6718,75.0,108.0,37.0,1,2,16,791.685,0
0,33,0,955,47.0,16.0,17.0,1,2,26,117.09,1
1,36,8,10435,93.0,1.0,42.0,1,2,26,159.42,0
0,36,1,5818,98.0,26.0,24.0,1,2,24,383.22,1
0,34,0,2840,22.0,0.0,14.0,1,2,20,114.48,0
1,35,0,2990,41.0,9.0,16.0,1,2,25,157.24,1
0,36,0,2268,44.0,34.0,31.0,1,2,17,228.48,1
0,36,0,133,2.0,0.0,2.0,1,2,18,5.4,1
0,36,0,1668,25.0,0.0,6.0,1,2,20,67.72,0
0,33,1,6785,97.0,14.0,22.0,1,2,29,124.23,0
0,36,0,628,7.0,9.0,4.0,1,2,27,38.375,1
0,36,1,338,4.0,4.0,2.0,1,2,29,11.13,0
0,31,3,16075,238.0,0.0,80.0,1,2,17,734.085,0
0,34,3,6965,116.0,271.0,33.0,2,2,25,1538.145,0
0,36,0,3718,82.0,2.0,28.0,1,2,25,180.0,0
0,35,0,1665,44.0,38.0,20.0,1,2,28,220.36,0
0,36,0,2780,53.0,175.0,23.0,1,2,25,914.985,0
1,27,1,1315,36.0,193.0,11.0,2,2,24,929.295,1
0,26,0,1568,39.0,30.0,68.0,1,2,26,115.175,0
0,27,0,700,25.0,10.0,7.0,1,2,28,77.625,0
0,26,0,825,10.0,21.0,3.0,1,2,17,73.375,0
0,25,0,1225,32.0,19.0,13.0,1,2,16,142.065,0
0,25,0,3225,61.0,8.0,23.0,1,2,18,163.44,0
0,18,0,1695,26.0,28.0,14.0,1,2,21,203.445,0
0,17,1,6392,141.0,85.0,42.0,2,2,25,676.485,0
0,15,0,8932,171.0,73.0,40.0,1,2,19,410.075,0
0,16,3,2852,45.0,31.0,19.0,1,2,27,239.88,0
0,9,1,4390,40.0,215.0,10.0,1,2,18,1037.2,0
0,9,1,1487,19.0,0.0,7.0,1,2,18,60.24,1
0,38,0,4370,71.0,5.0,17.0,1,2,22,197.64,0
0,39,0,318,5.0,7.0,4.0,1,2,22,46.035,0
0,37,0,2453,60.0,359.0,24.0,1,2,16,1536.52,0
0,38,0,4198,66.0,1.0,35.0,1,2,27,240.02,0
0,38,0,2393,58.0,2.0,33.0,1,2,27,145.805,0
0,38,1,3775,82.0,32.0,28.0,1,2,29,282.28,0
0,38,0,2360,39.0,285.0,18.0,1,2,28,1235.96,0
0,37,2,9115,121.0,144.0,43.0,1,2,25,945.44,0
0,38,0,13773,169.0,0.0,44.0,1,2,28,557.68,0
0,38,1,4515,83.0,2.0,25.0,1,2,21,191.92,0
0,38,0,5918,95.0,7.0,12.0,1,2,26,268.52,0
1,38,0,2238,54.0,8.0,17.0,1,2,20,123.68,0
0,38,3,15140,225.0,54.0,32.0,1,2,21,830.6,0
0,38,1,3095,27.0,483.0,8.0,1,2,28,2056.88,0
0,37,0,15485,182.0,150.0,30.0,1,2,28,1380.015,0
0,37,1,6500,86.0,186.0,26.0,1,2,27,1007.44,0
0,37,0,875,14.0,0.0,11.0,1,2,21,40.005,0
0,38,0,710,14.0,13.0,8.0,1,2,17,80.96,0
0,37,0,0,0.0,0.0,0.0,1,2,20,0.0,1
0,37,0,7508,127.0,384.0,43.0,1,2,27,2071.575,0
0,37,1,11465,154.0,11.0,47.0,1,2,17,317.975,0
0,37,1,6718,75.0,108.0,37.0,1,2,20,791.685,0
1,33,0,955,47.0,16.0,17.0,1,2,23,117.09,1
0,36,8,10435,93.0,1.0,42.0,1,2,18,159.42,0
1,36,1,5818,98.0,26.0,24.0,1,2,21,383.22,1
0,34,0,2840,22.0,0.0,14.0,1,2,24,114.48,0
0,35,0,2990,41.0,9.0,16.0,1,2,25,157.24,1
0,36,0,2268,44.0,34.0,31.0,1,2,23,228.48,1
0,36,0,133,2.0,0.0,2.0,1,2,26,5.4,1
0,36,0,1668,25.0,0.0,6.0,1,2,18,67.72,0
0,33,1,6785,97.0,14.0,22.0,1,2,29,124.23,0
0,36,0,628,7.0,9.0,4.0,1,2,27,38.375,1
0,36,1,338,4.0,4.0,2.0,1,2,20,11.13,0
1,31,3,16075,238.0,0.0,80.0,1,2,22,734.085,0
0,34,3,6965,116.0,271.0,33.0,2,2,19,1538.145,0
0,36,0,3718,82.0,2.0,28.0,1,2,28,180.0,0
0,35,0,1665,44.0,38.0,20.0,1,2,24,220.36,0
0,36,0,2780,53.0,175.0,23.0,1,2,29,914.985,0
0,27,1,1315,36.0,193.0,11.0,2,2,23,929.295,0
0,26,0,1568,39.0,30.0,68.0,1,2,22,115.175,0
0,27,0,700,25.0,10.0,7.0,1,2,18,77.625,0
0,26,0,825,10.0,21.0,3.0,1,2,27,73.375,0
0,25,0,1225,32.0,19.0,13.0,1,2,26,142.065,0
0,25,0,3225,61.0,8.0,23.0,1,2,20,163.44,0
0,18,0,1695,26.0,28.0,14.0,1,2,18,203.445,0
0,17,1,6392,141.0,85.0,42.0,2,2,20,676.485,0
0,15,0,8932,171.0,73.0,40.0,1,2,16,410.075,0
0,16,3,2852,45.0,31.0,19.0,1,2,28,239.88,0
0,9,1,4390,40.0,215.0,10.0,1,2,19,1037.2,0
1,9,1,1487,19.0,0.0,7.0,1,2,23,60.24,1
0,36,0,4065,65.0,0.0,15.0,1,2,26,185.85,0
0,37,0,0,0.0,0.0,0.0,1,2,25,0.0,0
0,35,0,2148,54.0,352.0,22.0,1,2,26,1683.09,0
0,36,0,3893,60.0,0.0,33.0,1,2,24,217.415,0
0,36,0,2088,52.0,0.0,31.0,1,2,17,117.7,0
0,36,0,3470,76.0,25.0,26.0,1,2,16,272.07,0
0,36,0,2055,33.0,278.0,16.0,1,2,23,1195.52,0
0,35,1,8810,115.0,137.0,41.0,1,2,29,905.0,0
0,36,0,13468,163.0,0.0,42.0,1,2,17,545.24,0
0,36,0,4210,77.0,0.0,23.0,1,2,16,171.48,0
0,36,0,5613,89.0,0.0,10.0,1,2,22,256.59,0
0,36,0,1933,48.0,1.0,15.0,1,2,18,83.24,0
0,36,2,14835,219.0,47.0,30.0,1,2,29,790.16,0
0,36,0,2790,21.0,476.0,6.0,1,2,27,2016.44,0
0,35,0,15180,176.0,143.0,28.0,1,2,22,1334.52,0
0,35,0,6195,80.0,179.0,24.0,1,2,20,967.0,0
0,35,0,570,8.0,0.0,9.0,1,2,27,26.01,0
0,36,0,405,8.0,6.0,6.0,1,2,24,45.585,0
0,35,0,0,0.0,0.0,0.0,1,2,21,0.0,1
0,35,0,7203,121.0,377.0,41.0,1,2,29,2026.08,0
0,35,0,11160,148.0,4.0,45.0,1,2,26,468.32,0
0,35,0,6413,69.0,101.0,35.0,1,2,29,746.19,0
0,31,0,650,41.0,9.0,15.0,1,2,18,71.595,1
0,34,7,10130,87.0,0.0,40.0,1,2,22,255.425,0
1,34,0,5513,92.0,19.0,22.0,1,2,22,337.725,1
0,32,0,2535,16.0,0.0,12.0,1,2,19,102.04,0
0,33,0,2685,35.0,2.0,14.0,1,2,25,131.4,1
0,34,0,1963,38.0,27.0,29.0,1,2,26,188.04,1
1,34,0,0,0.0,0.0,0.0,1,2,25,0.0,1
0,34,0,1363,19.0,0.0,4.0,1,2,17,55.28,0
0,31,0,6480,91.0,7.0,20.0,1,2,18,181.775,0
0,34,0,323,1.0,2.0,2.0,1,2,24,13.1,1
0,34,0,0,0.0,0.0,0.0,1,2,28,0.0,0
0,29,2,15770,232.0,0.0,78.0,1,2,29,720.09,0
0,32,2,6660,110.0,264.0,31.0,2,2,16,1492.65,0
0,34,0,3413,76.0,0.0,26.0,1,2,16,157.005,0
0,33,0,1360,38.0,31.0,18.0,1,2,21,179.92,0
0,34,0,2475,47.0,168.0,21.0,1,2,21,869.49,0
1,25,0,1010,30.0,186.0,9.0,2,2,16,883.8,1
0,24,0,1263,33.0,23.0,66.0,1,2,19,89.9,0
0,25,0,395,19.0,3.0,5.0,1,2,21,32.13,0
0,24,0,520,4.0,14.0,1.0,1,2,29,48.1,0
0,23,0,920,26.0,12.0,11.0,1,2,19,96.57,0
0,23,0,2920,55.0,1.0,21.0,1,2,21,123.0,0
0,16,0,1390,20.0,21.0,12.0,1,2,20,157.95,0
0,15,0,6088,135.0,78.0,40.0,2,2,17,771.265,0
0,13,0,8628,165.0,66.0,38.0,1,2,17,384.825,0
0,14,2,2548,39.0,24.0,17.0,1,2,29,199.48,0
0,7,0,4085,34.0,208.0,8.0,1,2,23,996.76,0
1,7,0,1183,13.0,0.0,5.0,1,2,26,53.82,1
0,38,0,4125,68.0,3.0,17.0,1,2,24,202.185,0
0,39,0,73,2.0,5.0,4.0,1,2,25,25.875,0
0,37,0,2208,57.0,357.0,24.0,1,2,25,1708.425,0
0,38,0,3953,63.0,0.0,35.0,1,2,21,220.88,0
0,38,0,2148,55.0,0.0,33.0,1,2,22,121.165,0
0,38,1,3530,79.0,30.0,28.0,1,2,28,264.36,0
0,38,0,2115,36.0,283.0,18.0,1,2,25,1218.04,0
0,37,2,8870,118.0,142.0,43.0,1,2,29,927.52,0
0,38,0,13528,166.0,0.0,44.0,1,2,25,547.76,0
0,38,1,4270,80.0,0.0,25.0,1,2,29,174.0,0
0,38,0,5673,92.0,5.0,12.0,1,2,25,281.925,0
0,38,0,1993,51.0,6.0,17.0,1,2,25,105.76,0
0,38,3,14895,222.0,52.0,32.0,1,2,25,812.68,0
0,38,1,2850,24.0,481.0,8.0,1,2,16,2038.96,0
0,37,0,15240,179.0,148.0,30.0,1,2,28,1359.855,0
0,37,1,6255,83.0,184.0,26.0,1,2,27,989.52,0
0,37,0,630,11.0,0.0,11.0,1,2,21,28.845,0
0,38,0,465,11.0,11.0,8.0,1,2,20,70.92,0
0,37,0,0,69.49568827850527,0.0,0.0,1,2,21,0.0,1
0,37,0,7263,124.0,382.0,43.0,1,2,20,2051.415,0
0,37,1,11220,151.0,9.0,47.0,1,2,27,490.84,0
0,37,1,6473,72.0,106.0,37.0,1,2,24,771.525,0
1,33,0,710,44.0,14.0,17.0,1,2,24,96.93,1
0,36,8,10190,90.0,0.0,42.0,1,2,25,257.0,0
1,36,1,5573,95.0,24.0,24.0,1,2,17,363.06,1
0,34,0,2595,19.0,0.0,14.0,1,2,27,104.56,0
0,35,0,2745,38.0,7.0,16.0,1,2,17,139.32,1
1,36,0,2023,41.0,32.0,31.0,1,2,21,210.56,1
0,36,0,0,0.0,0.0,0.0,1,2,19,0.0,1
0,36,0,1423,22.0,0.0,6.0,1,2,21,57.8,0
0,33,1,6540,94.0,12.0,22.0,1,2,25,195.85,0
0,36,0,383,4.0,7.0,4.0,1,2,27,27.175,1
0,36,1,93,1.0,2.0,2.0,1,2,28,4.41,0
0,31,3,15830,235.0,0.0,80.0,1,2,23,722.925,0
0,34,3,6720,113.0,269.0,33.0,2,2,29,1517.985,0
0,36,0,3473,79.0,0.0,28.0,1,2,29,159.84,0
0,35,0,1420,41.0,36.0,20.0,1,2,18,202.44,0
0,36,0,2535,50.0,173.0,23.0,1,2,22,894.825,0
1,27,1,1070,33.0,191.0,11.0,2,2,29,909.135,0
0,26,0,1323,36.0,28.0,68.0,1,2,26,103.975,0
0,27,0,455,22.0,8.0,7.0,1,2,29,57.465,0
0,26,0,580,7.0,19.0,3.0,1,2,16,62.175,0
0,25,0,980,29.0,17.0,13.0,1,2,29,121.905,0
0,25,0,2980,58.0,6.0,23.0,1,2,28,145.52,0
0,18,0,1450,23.0,26.0,14.0,1,2,22,183.285,0
1,17,1,6148,138.0,83.0,42.0,2,2,28,802.23,0
0,15,0,8688,168.0,71.0,40.0,1,2,29,398.9,0
0,16,3,2608,42.0,29.0,19.0,1,2,21,222.0,0
0,9,1,4145,37.0,213.0,10.0,1,2,16,1019.28,0
1,9,1,1243,16.0,0.0,7.0,1,2,16,50.36,1
0,34,0,4005,62.0,0.0,13.0,1,2,27,183.015,0
0,35,0,0,0.0,0.0,0.0,1,2,28,0.0,0
0,33,0,2088,51.0,347.0,20.0,1,2,23,1657.755,0
0,34,0,3833,57.0,0.0,31.0,1,2,25,175.05,0
0,34,0,2028,49.0,0.0,29.0,1,2,27,114.235,0
0,34,0,3410,73.0,20.0,24.0,1,2,18,246.735,0
0,34,0,1995,30.0,273.0,14.0,1,2,24,1173.0,0
0,33,0,8750,112.0,132.0,39.0,1,2,16,882.48,0
0,34,0,13408,160.0,0.0,40.0,1,2,20,542.72,0
0,34,0,4150,74.0,0.0,21.0,1,2,22,168.96,0
0,34,0,5553,86.0,0.0,8.0,1,1,36,253.755,0
0,34,0,1873,45.0,0.0,13.0,1,2,42,76.72,0
0,34,1,14775,216.0,42.0,28.0,1,1,32,863.595,0
0,34,0,2730,18.0,471.0,4.0,1,1,44,1993.92,0
0,33,0,15120,173.0,138.0,26.0,1,1,44,1309.185,0
0,33,0,6135,77.0,174.0,22.0,1,1,37,944.48,0
0,33,0,510,5.0,0.0,7.0,1,2,41,23.175,0
0,34,0,345,5.0,1.0,4.0,1,2,34,20.25,0
0,33,0,0,0.0,0.0,0.0,1,2,32,0.0,1
0,33,0,7143,118.0,372.0,39.0,1,1,42,2000.745,0
0,33,0,11100,145.0,0.0,43.0,1,1,38,449.8,0
0,33,0,6353,66.0,96.0,33.0,1,1,40,720.855,0
0,29,0,590,38.0,4.0,13.0,1,2,32,46.26,1
0,32,6,10070,84.0,0.0,38.0,1,1,42,253.85,0
1,32,0,5453,89.0,14.0,20.0,1,1,34,312.39,1
0,30,0,2475,13.0,0.0,10.0,1,1,43,99.52,0
1,31,0,2625,32.0,0.0,12.0,1,2,31,119.565,1
0,32,0,1903,35.0,22.0,27.0,1,2,34,165.52,1
1,32,0,0,0.0,0.0,0.0,1,2,32,0.0,1
0,32,0,1303,16.0,0.0,2.0,1,1,44,52.76,0
0,29,0,6420,88.0,2.0,18.0,1,1,38,167.7,0
0,32,0,263,1.0,0.0,1.0,1,2,38,10.56,1
0,32,0,0,0.0,0.0,0.0,1,1,35,0.0,0
0,27,1,15710,229.0,0.0,76.0,1,1,38,717.255,0
0,30,1,6600,107.0,259.0,29.0,2,1,38,1467.315,0
0,32,0,3353,73.0,0.0,24.0,1,1,42,154.17,0
0,31,0,1300,35.0,26.0,16.0,1,2,35,157.4,0
0,32,0,2415,44.0,163.0,19.0,1,1,39,844.155,0
0,23,0,950,27.0,181.0,7.0,2,1,30,858.465,0
0,22,0,1203,30.0,18.0,64.0,1,1,37,75.825,0
0,23,0,335,16.0,0.0,3.0,1,2,42,15.795,0
0,22,0,0,0.0,9.0,0.0,1,2,38,22.5,0
0,21,0,860,23.0,7.0,9.0,1,1,41,71.235,0
0,21,0,2860,52.0,0.0,19.0,1,1,42,116.48,0
0,14,0,1330,17.0,16.0,10.0,1,1,33,132.615,0
0,13,0,6028,132.0,73.0,38.0,2,1,35,740.3,0
0,11,0,8568,162.0,61.0,36.0,1,1,44,370.75,0
0,12,1,2488,36.0,19.0,15.0,1,1,39,176.96,0
0,5,0,4025,31.0,203.0,6.0,1,1,35,974.24,0
1,5,0,1123,10.0,0.0,3.0,1,2,34,50.985,1
0,40,0,4145,67.0,8.0,19.0,1,1,41,225.54,0
0,41,0,93,1.0,10.0,6.0,1,2,37,49.23,0
0,39,0,2228,56.0,362.0,26.0,1,1,32,1731.78,0
0,40,0,3973,62.0,4.0,37.0,1,1,44,199.575,0
0,40,0,2168,54.0,5.0,35.0,1,1,37,149.71,0
0,40,1,3550,78.0,35.0,30.0,1,1,37,285.12,0
0,40,0,2135,35.0,288.0,20.0,1,1,44,1238.8,0
0,39,2,8890,117.0,147.0,45.0,1,1,40,948.28,0
0,40,0,13548,165.0,3.0,46.0,1,1,34,560.52,0
0,40,1,4290,79.0,5.0,27.0,1,1,42,194.76,0
0,40,0,5693,91.0,10.0,14.0,1,1,43,305.28,0
0,40,0,2013,50.0,11.0,19.0,1,2,40,126.52,0
0,40,3,14915,221.0,57.0,34.0,1,1,35,833.44,0
0,40,1,2870,23.0,486.0,10.0,1,1,34,2059.72,0
0,39,0,15260,178.0,153.0,32.0,1,1,41,1383.21,0
0,39,1,6275,82.0,189.0,28.0,1,1,41,1010.28,0
0,39,0,650,10.0,3.0,13.0,1,2,34,43.2,0
0,40,0,485,10.0,16.0,10.0,1,2,32,94.275,0
0,39,0,0,69.49568827850527,3.0,0.0,1,2,30,13.5,1
0,39,0,7283,123.0,387.0,45.0,1,1,39,2074.77,0
0,39,1,11240,150.0,14.0,49.0,1,1,42,511.6,0
0,39,1,6493,71.0,111.0,39.0,1,1,41,794.88,0
0,35,0,730,43.0,19.0,19.0,1,2,33,120.285,1
0,38,8,10210,89.0,4.0,44.0,2,1,43,267.475,0
0,38,1,5593,94.0,29.0,26.0,1,1,43,386.415,1
0,36,0,2615,18.0,3.0,16.0,1,1,43,117.32,0
1,37,0,2765,37.0,12.0,18.0,1,2,42,180.09,1
0,38,0,2043,40.0,37.0,33.0,1,2,30,231.32,1
0,38,0,0,0.0,3.0,0.0,1,2,37,12.0,1
0,38,0,1443,21.0,3.0,8.0,1,1,35,70.56,0
0,35,1,6560,93.0,17.0,24.0,1,1,39,208.825,0
0,38,0,403,3.0,12.0,6.0,1,2,32,40.15,1
0,38,1,0,0.0,7.0,0.0,1,1,42,10.5,0
0,33,3,15850,234.0,3.0,82.0,1,1,36,737.28,0
0,36,3,6740,112.0,274.0,35.0,2,1,40,1541.34,0
0,38,0,3493,78.0,5.0,30.0,1,1,42,183.195,0
0,37,0,1440,40.0,41.0,22.0,1,2,31,223.2,0
0,38,0,2555,49.0,178.0,25.0,1,1,37,918.18,0
0,29,1,1090,32.0,196.0,13.0,2,1,36,932.49,0
0,28,0,1343,35.0,33.0,70.0,1,1,34,116.95,0
0,29,0,475,21.0,13.0,9.0,1,2,40,80.82,0
0,28,0,600,6.0,24.0,5.0,1,2,37,75.15,0
0,27,0,1000,28.0,22.0,15.0,1,1,44,145.26,0
0,27,0,3000,57.0,11.0,25.0,1,1,35,166.28,0
0,20,0,1470,22.0,31.0,16.0,1,1,44,206.64,0
0,19,1,6168,137.0,88.0,44.0,2,1,32,830.775,0
0,17,0,8708,167.0,76.0,42.0,1,1,33,411.875,0
0,18,3,2628,41.0,34.0,21.0,1,1,30,242.76,0
0,11,1,4165,36.0,218.0,12.0,1,1,39,1040.04,0
1,11,1,1263,15.0,3.0,9.0,1,1,37,63.12,1
0,32,0,3985,63.0,0.0,11.0,1,1,43,182.16,0
0,33,0,0,0.0,0.0,0.0,1,2,44,0.0,0
0,31,0,2068,52.0,342.0,18.0,1,1,36,1634.4,0
0,32,0,3813,58.0,0.0,29.0,1,1,30,212.905,0
0,32,0,2008,50.0,0.0,27.0,1,1,34,113.19,0
0,32,0,3390,74.0,15.0,22.0,1,1,32,223.38,0
0,32,0,1975,31.0,268.0,12.0,1,1,41,1152.24,0
0,31,0,8730,113.0,127.0,37.0,1,1,35,861.72,0
0,32,0,13388,161.0,0.0,38.0,1,1,40,541.96,0
0,32,0,4130,75.0,0.0,19.0,1,1,35,168.2,0
0,32,0,5533,87.0,0.0,6.0,1,1,30,252.9,0
0,32,0,1853,46.0,0.0,11.0,1,2,40,75.96,0
0,32,1,14755,217.0,37.0,26.0,1,1,39,746.88,0
